Contract_number	Client_class
130629-162005	1.0
130609-123745	2.0
130623-164114	1.0
130702-172934	1.0
130721-092829	1.0
130731-155128	1.0
130620-093918	1.0
130604-094224	1.0
130604-115523	2.0
130603-173551	2.0
130627-174252	2.0
130716-170352	4.0
130609-095852	1.0
130621-150828	1.0
130710-081443	1.0
130610-110422	3.0
130606-141554	3.0
130702-164746	2.0
130614-131841	1.0
130716-095246	1.0
130727-122152	1.0
130623-142131	3.0
130716-114035	3.0
130717-124713	2.0
130604-174218	2.0
130616-115158	2.0
130702-141518	1.0
130707-093054	2.0
130730-174855	1.0
130625-132411	2.0
130603-163641	2.0
130730-183745	4.0
130612-170311	2.0
130614-163721	2.0
130623-114902	4.0
130725-103034	4.0
130611-101859	1.0
130626-103244	2.0
130709-143803	2.0
130619-112002	2.0
130601-140452	3.0
130614-150957	2.0
130625-102924	2.0
130716-162302	3.0
130703-094400	2.0
130626-122500	4.0
130621-142453	2.0
130720-145954	2.0
130625-162623	2.0
130619-171223	1.0
130720-091352	2.0
130708-120306	3.0
130714-140025	2.0
130720-114627	3.0
130622-092345	4.0
130627-132101	3.0
130608-145824	3.0
130714-122819	1.0
130729-101131	2.0
130627-114532	3.0
130618-185233	1.0
130623-102844	2.0
130729-103521	2.0
130603-150521	1.0
130616-110644	2.0
130730-133342	1.0
130602-142513	2.0
130613-144738	3.0
130715-094652	2.0
130625-183324	4.0
130608-142729	3.0
130721-145626	1.0
130605-123036	2.0
130617-143152	1.0
130629-124123	1.0
130619-102946	1.0
130704-111444	1.0
130616-094633	2.0
130620-120313	1.0
130709-094454	2.0
130611-092314	2.0
130717-105920	4.0
130722-110221	3.0
130618-153236	3.0
130625-102354	3.0
130729-103034	2.0
130617-174844	2.0
130625-113906	4.0
130716-091745	3.0
130603-100212	1.0
130629-143614	3.0
130603-170329	1.0
130617-105428	2.0
130708-161923	3.0
130718-163415	2.0
130723-120225	2.0
130727-132322	4.0
130602-152833	1.0
130604-175256	2.0
130703-115712	2.0
130622-100105	1.0
130725-100449	2.0
130727-101117	2.0
130619-173014	2.0
130629-162840	2.0
130709-155913	2.0
130606-100730	2.0
130621-142739	2.0
130710-132855	2.0
130602-111045	1.0
130630-163021	1.0
130715-142508	1.0
130610-143005	1.0
130628-095818	2.0
130630-120158	2.0
130711-112827	2.0
130617-114638	3.0
130723-135729	3.0
130610-112100	3.0
130610-103842	2.0
130625-125742	3.0
130708-135346	1.0
130628-113030	1.0
130714-141441	2.0
130704-100333	3.0
130702-091037	2.0
130719-122120	3.0
130604-131743	2.0
130603-160849	2.0
130626-100507	2.0
130729-103514	2.0
130602-152040	3.0
130617-120356	4.0
130606-101810	4.0
130625-120026	4.0
130708-150218	4.0
130614-122624	3.0
130623-193731	2.0
130719-165526	2.0
130610-172020	1.0
130627-165011	2.0
130708-114331	2.0
130721-101424	2.0
130607-140130	1.0
130703-142646	1.0
130626-154232	1.0
130722-091352	1.0
130617-112412	2.0
130711-131306	2.0
130728-163946	2.0
130722-093320	4.0
130630-105501	1.0
130619-161351	1.0
130625-175300	3.0
130708-182124	3.0
130723-105051	3.0
130610-100535	1.0
130726-152036	1.0
130610-120805	3.0
130603-111346	3.0
130601-151203	2.0
130611-172155	1.0
130627-185730	2.0
130717-174952	1.0
130731-155508	2.0
130625-130151	4.0
130618-143649	3.0
130714-114804	2.0
130624-164507	2.0
130601-131334	1.0
130624-120822	2.0
130717-125915	1.0
130603-171506	2.0
130619-170139	1.0
130624-160914	2.0
130625-125212	2.0
130718-153244	2.0
130605-144350	1.0
130603-095645	1.0
130627-100957	1.0
130613-073823	1.0
130628-083726	1.0
130708-082210	2.0
130603-093700	2.0
130617-101114	2.0
130703-112418	1.0
130619-181623	4.0
130715-151810	4.0
130620-180628	3.0
130629-123055	1.0
130621-122422	4.0
130614-091136	2.0
130715-124118	1.0
130613-124204	3.0
130602-144902	1.0
130701-095715	1.0
130729-104525	3.0
130613-121332	1.0
130625-114016	2.0
130708-104418	2.0
130729-105501	2.0
130625-163251	2.0
130628-140907	1.0
130614-144701	1.0
130709-145203	2.0
130710-102646	2.0
130711-090350	2.0
130607-111712	3.0
130709-142606	3.0
130723-112436	3.0
130601-093914	2.0
130613-150540	2.0
130621-170208	4.0
130623-101034	2.0
130730-091742	2.0
130701-160409	1.0
130619-091538	2.0
130708-153907	1.0
130602-105909	1.0
130625-102553	2.0
130608-110652	4.0
130619-140633	2.0
130718-095047	2.0
130620-171648	3.0
130606-115839	3.0
130623-131501	3.0
130731-115731	4.0
130620-121700	2.0
130612-082148	1.0
130705-104536	2.0
130711-151329	1.0
130729-085058	2.0
130609-105924	1.0
130622-090754	2.0
130702-091703	1.0
130712-100201	2.0
130705-091133	2.0
130730-093142	3.0
130623-132857	1.0
130615-102007	2.0
130722-183239	3.0
130705-092642	2.0
130603-102634	2.0
130622-092618	2.0
130719-092034	2.0
130619-173625	1.0
130627-150840	1.0
130720-163423	1.0
130727-171746	1.0
130604-153032	2.0
130718-174224	2.0
130713-181208	4.0
130630-091907	1.0
130720-132502	1.0
130701-095653	4.0
130731-084753	4.0
130609-175116	1.0
130622-154548	4.0
130611-172211	3.0
130706-125555	3.0
130611-131117	4.0
130625-104021	4.0
130716-163603	3.0
130626-161630	1.0
130729-173629	2.0
130601-121139	4.0
130630-110505	2.0
130714-102507	1.0
130705-110043	2.0
130614-122714	1.0
130612-100957	2.0
130710-104859	2.0
130711-150052	1.0
130727-172941	2.0
130625-170909	4.0
130731-172405	2.0
130711-123840	2.0
130716-142033	2.0
130611-134730	2.0
130731-104615	2.0
130612-114719	2.0
130729-154940	1.0
130719-104936	3.0
130705-094618	2.0
130608-131830	1.0
130710-122345	2.0
130730-090122	3.0
130625-170258	3.0
130702-193213	4.0
130616-173936	1.0
130624-105019	2.0
130714-115456	1.0
130722-142617	2.0
130725-153504	1.0
130604-120755	2.0
130701-105141	2.0
130712-101346	3.0
130605-140508	2.0
130602-143428	3.0
130701-102833	3.0
130619-164158	1.0
130730-144115	2.0
130722-090138	2.0
130712-120746	1.0
130711-165221	1.0
130720-100857	1.0
130723-100833	2.0
130725-144340	3.0
130731-092432	3.0
130701-081727	3.0
130623-171554	2.0
130726-163935	2.0
130617-163640	3.0
130625-132000	3.0
130606-121955	1.0
130712-095103	2.0
130617-172140	2.0
130717-173356	2.0
130610-185744	2.0
130730-162645	2.0
130607-104802	1.0
130610-142203	1.0
130622-120226	1.0
130628-162548	1.0
130729-161425	1.0
130601-090639	1.0
130615-104755	1.0
130712-161309	1.0
130719-165622	4.0
130705-145634	2.0
130626-161724	2.0
130730-135305	2.0
130720-104229	2.0
130603-101945	1.0
130615-104119	2.0
130624-102017	2.0
130723-113155	2.0
130617-102957	2.0
130613-170706	1.0
130627-094518	2.0
130711-172309	2.0
130726-174454	2.0
130619-100904	1.0
130714-164708	1.0
130726-114611	2.0
130619-104349	2.0
130725-101823	2.0
130628-172822	2.0
130716-091146	2.0
130625-132208	3.0
130607-101412	2.0
130612-145405	1.0
130616-190717	2.0
130618-160519	2.0
130625-080523	1.0
130715-105654	1.0
130725-172513	2.0
130618-162518	1.0
130705-161452	1.0
130719-181220	1.0
130601-105046	2.0
130619-092410	1.0
130707-144414	2.0
130625-160643	4.0
130710-133350	4.0
130725-112201	4.0
130620-141640	2.0
130620-170655	2.0
130718-101308	1.0
130630-154115	2.0
130601-123915	2.0
130621-114223	1.0
130719-133939	2.0
130604-162820	1.0
130702-125138	1.0
130726-164310	1.0
130702-134340	1.0
130627-114613	2.0
130609-125955	3.0
130622-142419	3.0
130707-093840	3.0
130722-081720	4.0
130624-134816	3.0
130608-102920	2.0
130622-094043	2.0
130616-102549	4.0
130710-174626	4.0
130621-150239	1.0
130630-092640	2.0
130725-110619	2.0
130618-102238	3.0
130701-130700	4.0
130614-105646	3.0
130627-173118	3.0
130601-160512	2.0
130621-172401	1.0
130711-100219	2.0
130615-121909	2.0
130613-104054	2.0
130613-103043	2.0
130717-105836	2.0
130612-165642	1.0
130614-152201	1.0
130629-110005	1.0
130726-110119	1.0
130613-122027	2.0
130723-164701	4.0
130709-134515	4.0
130605-092022	2.0
130628-142312	1.0
130718-163508	2.0
130611-143700	1.0
130611-101245	2.0
130617-121511	1.0
130630-121005	1.0
130716-121028	2.0
130617-110752	2.0
130707-093326	2.0
130721-110828	2.0
130723-100453	2.0
130612-090822	2.0
130621-165557	3.0
130615-121510	2.0
130608-111909	3.0
130612-110727	2.0
130710-124037	2.0
130618-103343	1.0
130622-165144	2.0
130607-114657	4.0
130603-155919	1.0
130624-113714	1.0
130603-095827	2.0
130611-090451	4.0
130604-144858	3.0
130717-102507	3.0
130708-100833	2.0
130722-105256	2.0
130617-153825	4.0
130606-143740	3.0
130715-121202	3.0
130710-144955	3.0
130727-114323	2.0
130731-125739	2.0
130704-171150	3.0
130708-125158	2.0
130726-162110	3.0
130701-173200	1.0
130620-135810	2.0
130705-123156	4.0
130618-143123	2.0
130718-114816	2.0
130619-135815	4.0
130624-150112	2.0
130701-165532	4.0
130718-111138	4.0
130620-085025	2.0
130703-110229	2.0
130608-125437	3.0
130620-084659	2.0
130718-114358	4.0
130711-120834	4.0
130620-164852	1.0
130711-160123	1.0
130724-170558	2.0
130727-165125	1.0
130625-084112	3.0
130627-114216	3.0
130612-101407	2.0
130628-114101	2.0
130614-125059	3.0
130704-163349	2.0
130617-173432	1.0
130719-150025	1.0
130703-125737	2.0
130706-103018	2.0
130630-110205	2.0
130722-102418	2.0
130609-095423	2.0
130731-145142	3.0
130603-110125	2.0
130720-124406	1.0
130609-111247	2.0
130628-114846	2.0
130710-113147	2.0
130729-133200	2.0
130703-121630	3.0
130731-180309	3.0
130708-094755	3.0
130712-151506	2.0
130602-083346	3.0
130613-131712	3.0
130619-173810	3.0
130629-075733	4.0
130716-083800	3.0
130602-163015	1.0
130617-110146	1.0
130627-181315	1.0
130714-183937	1.0
130630-153454	3.0
130702-164001	1.0
130716-124047	2.0
130727-121505	1.0
130709-095700	2.0
130604-125802	2.0
130604-135156	2.0
130627-084226	2.0
130717-175046	3.0
130619-162740	2.0
130629-160356	2.0
130710-122338	2.0
130728-173050	2.0
130709-114508	3.0
130620-171853	2.0
130706-092355	3.0
130617-103403	1.0
130627-102537	2.0
130629-091744	2.0
130723-091227	2.0
130705-091557	3.0
130731-153248	2.0
130723-101516	2.0
130702-173022	1.0
130617-171446	3.0
130601-093259	1.0
130712-151808	1.0
130606-162738	1.0
130722-092227	1.0
130605-101823	1.0
130711-110734	2.0
130703-124912	2.0
130609-140737	2.0
130708-093243	2.0
130731-102251	2.0
130703-104221	4.0
130724-165906	4.0
130707-131342	4.0
130719-172113	4.0
130714-124034	3.0
130727-123355	3.0
130617-182413	1.0
130613-160137	2.0
130604-120242	4.0
130706-102922	2.0
130614-105434	1.0
130712-092738	1.0
130711-120924	1.0
130601-124004	3.0
130620-112633	2.0
130612-141906	1.0
130726-141649	1.0
130717-112518	3.0
130604-174229	1.0
130618-114108	1.0
130621-170607	2.0
130715-182617	1.0
130716-172248	2.0
130620-182615	4.0
130622-101447	2.0
130606-185535	2.0
130617-181655	2.0
130703-120129	2.0
130601-103320	1.0
130624-173441	1.0
130610-150957	3.0
130616-103737	1.0
130712-124819	1.0
130724-123530	1.0
130727-090935	2.0
130605-114532	2.0
130710-142703	2.0
130609-095431	2.0
130602-170850	3.0
130702-100236	1.0
130602-122326	2.0
130608-133135	1.0
130622-105028	2.0
130706-152525	1.0
130719-125559	1.0
130724-124737	2.0
130628-085433	2.0
130729-081933	2.0
130627-092816	3.0
130718-090157	3.0
130702-124104	4.0
130609-114753	4.0
130712-164354	1.0
130726-103235	3.0
130729-101059	3.0
130711-120720	2.0
130707-122637	2.0
130613-140237	2.0
130723-110939	2.0
130607-181811	3.0
130712-095933	2.0
130623-121653	4.0
130616-125425	2.0
130630-121345	1.0
130715-094649	1.0
130616-135224	4.0
130607-153550	1.0
130627-154454	1.0
130705-115751	2.0
130729-155915	2.0
130629-162912	2.0
130612-091646	2.0
130721-122149	1.0
130617-115903	2.0
130702-170025	2.0
130605-153446	2.0
130601-161841	1.0
130607-142149	1.0
130625-103318	2.0
130711-165312	1.0
130726-133008	1.0
130725-125021	3.0
130601-112003	4.0
130705-124448	3.0
130601-160449	4.0
130628-161048	4.0
130731-112338	4.0
130703-165414	1.0
130714-090802	1.0
130729-171843	1.0
130606-141113	3.0
130625-100315	4.0
130704-165009	3.0
130711-114200	4.0
130611-141940	3.0
130615-165219	1.0
130626-145524	2.0
130719-110110	2.0
130612-143107	3.0
130708-173359	2.0
130604-120848	2.0
130601-140836	1.0
130607-102627	1.0
130711-093710	1.0
130619-104431	1.0
130619-163740	2.0
130702-112022	1.0
130711-100015	2.0
130718-091022	2.0
130725-095231	1.0
130602-154343	1.0
130614-152904	2.0
130628-123235	1.0
130606-132854	1.0
130623-101136	1.0
130731-112221	2.0
130701-142729	2.0
130622-115148	3.0
130624-174011	2.0
130701-180012	3.0
130605-153714	4.0
130609-102155	2.0
130718-102733	2.0
130627-091013	2.0
130607-092514	2.0
130627-184036	1.0
130708-132425	2.0
130602-114506	1.0
130609-101539	1.0
130630-092802	2.0
130611-194637	1.0
130618-084651	1.0
130710-090947	1.0
130722-174943	1.0
130703-124259	2.0
130612-181942	1.0
130715-121557	1.0
130722-161310	2.0
130715-121633	2.0
130729-103438	3.0
130629-110811	3.0
130729-123246	3.0
130607-114026	2.0
130613-110144	1.0
130703-111919	3.0
130716-124403	3.0
130614-150029	4.0
130605-153221	1.0
130617-132122	1.0
130701-121129	1.0
130722-141328	1.0
130606-144348	3.0
130604-103758	3.0
130704-131510	2.0
130729-155604	4.0
130711-151401	3.0
130707-145109	2.0
130605-163634	3.0
130627-162459	1.0
130701-100626	4.0
130625-124022	4.0
130715-151249	3.0
130701-094455	3.0
130728-081835	3.0
130608-164000	2.0
130622-171855	2.0
130706-130004	2.0
130730-135932	1.0
130616-114235	4.0
130728-133016	3.0
130730-171006	4.0
130623-092030	4.0
130624-185829	3.0
130722-134156	4.0
130621-101835	1.0
130723-123312	1.0
130620-115024	2.0
130729-121751	2.0
130629-160507	3.0
130630-113557	3.0
130610-152121	2.0
130707-115209	2.0
130709-161639	2.0
130731-114251	2.0
130615-150800	3.0
130716-170339	3.0
130724-161741	4.0
130604-121300	3.0
130727-103950	2.0
130716-170608	3.0
130725-165313	3.0
130604-123501	3.0
130604-173057	1.0
130611-180635	2.0
130612-183722	4.0
130703-090052	2.0
130622-133122	2.0
130717-115309	4.0
130612-134457	1.0
130624-151645	1.0
130715-123201	1.0
130715-122052	1.0
130717-171513	1.0
130715-175454	3.0
130716-174830	4.0
130610-110923	3.0
130728-121846	4.0
130617-134902	4.0
130620-103229	1.0
130627-162102	1.0
130712-163104	1.0
130725-162343	2.0
130619-171457	1.0
130621-130753	1.0
130713-101010	1.0
130720-122020	4.0
130607-111717	3.0
130603-153529	2.0
130623-093801	3.0
130714-115814	3.0
130619-155848	2.0
130629-092545	2.0
130712-105254	2.0
130720-141545	2.0
130717-144658	1.0
130615-092949	2.0
130729-094144	2.0
130606-163634	1.0
130707-151642	4.0
130608-150800	1.0
130613-103415	1.0
130620-092532	2.0
130707-091239	1.0
130716-093041	3.0
130718-152315	3.0
130602-124545	2.0
130731-174840	1.0
130613-091436	3.0
130709-173831	3.0
130722-093704	3.0
130617-095739	2.0
130710-111109	2.0
130607-162813	3.0
130621-120433	3.0
130724-121745	3.0
130609-104519	1.0
130620-102555	1.0
130628-094630	1.0
130710-170747	1.0
130609-103739	2.0
130620-105238	2.0
130704-100519	2.0
130602-102744	2.0
130613-103459	3.0
130620-104543	3.0
130620-183323	4.0
130614-155305	3.0
130624-164928	3.0
130614-091352	2.0
130718-104739	3.0
130715-093104	3.0
130603-162247	2.0
130611-132211	1.0
130709-142018	2.0
130603-115211	2.0
130709-184541	2.0
130712-180551	2.0
130724-160906	3.0
130626-173009	3.0
130602-122008	1.0
130618-153835	2.0
130627-121500	2.0
130616-092829	2.0
130710-133233	2.0
130718-102508	2.0
130724-181053	3.0
130728-100658	1.0
130615-115254	2.0
130603-114237	1.0
130626-105558	1.0
130706-094705	2.0
130714-122131	3.0
130623-143907	2.0
130707-103349	2.0
130616-155520	1.0
130714-173343	1.0
130627-110425	3.0
130614-144358	1.0
130714-103441	1.0
130609-102435	2.0
130616-152944	2.0
130625-120139	2.0
130715-170743	2.0
130711-132008	3.0
130606-153846	3.0
130616-174802	1.0
130703-165810	1.0
130601-095951	4.0
130625-110205	3.0
130730-112402	4.0
130724-163848	4.0
130603-131628	2.0
130715-123544	2.0
130607-123328	2.0
130729-151816	2.0
130617-101507	1.0
130702-091041	1.0
130719-100142	2.0
130722-100149	3.0
130611-162040	4.0
130601-111613	2.0
130625-112856	4.0
130720-150548	1.0
130626-154130	2.0
130608-120543	3.0
130714-112510	3.0
130607-165145	1.0
130619-091511	2.0
130725-173555	1.0
130619-165817	1.0
130610-154320	1.0
130725-163521	1.0
130616-164326	2.0
130712-160844	2.0
130618-100431	1.0
130713-105128	1.0
130725-111502	1.0
130615-114052	3.0
130701-173705	3.0
130720-111208	2.0
130707-102242	3.0
130618-175548	3.0
130629-114509	2.0
130608-120533	1.0
130623-092520	1.0
130705-162955	2.0
130727-170345	1.0
130626-183039	3.0
130722-102121	4.0
130620-174406	1.0
130629-181630	2.0
130731-163106	2.0
130706-104356	4.0
130726-092548	4.0
130622-145600	2.0
130726-174044	3.0
130703-174012	1.0
130612-184806	2.0
130708-095733	2.0
130614-164658	2.0
130624-183319	3.0
130714-092438	1.0
130618-091531	2.0
130707-151750	2.0
130716-093227	3.0
130702-131047	3.0
130607-155958	2.0
130604-094627	4.0
130610-151019	2.0
130622-090911	3.0
130706-101215	3.0
130722-152548	4.0
130602-093600	1.0
130617-091819	1.0
130703-090812	1.0
130717-153709	1.0
130729-154801	1.0
130705-114825	2.0
130704-140151	1.0
130728-152624	1.0
130603-191108	4.0
130616-122822	4.0
130629-182529	4.0
130601-112139	2.0
130613-143312	2.0
130703-153649	2.0
130718-172346	2.0
130729-171318	2.0
130601-123522	3.0
130607-153300	3.0
130722-095153	3.0
130718-144114	2.0
130610-122939	2.0
130717-110231	2.0
130710-141313	4.0
130621-150744	2.0
130708-140016	2.0
130728-135453	1.0
130705-142538	3.0
130729-103537	4.0
130610-172211	2.0
130628-111954	2.0
130725-091148	2.0
130615-124402	2.0
130711-102129	3.0
130608-102729	1.0
130620-133752	2.0
130727-150646	3.0
130624-153355	1.0
130719-170742	1.0
130629-195016	1.0
130718-112943	2.0
130703-150615	2.0
130601-145312	2.0
130622-110957	4.0
130707-144421	4.0
130601-090557	4.0
130724-090736	4.0
130608-085224	1.0
130623-091856	1.0
130706-142204	1.0
130722-181842	2.0
130729-133106	2.0
130702-124205	2.0
130705-145733	4.0
130723-142959	3.0
130604-125921	1.0
130708-092530	1.0
130729-141502	1.0
130722-115842	3.0
130620-093701	1.0
130707-123029	1.0
130720-131443	2.0
130605-173943	1.0
130702-181746	2.0
130617-182220	3.0
130718-180913	2.0
130731-174740	3.0
130620-111515	2.0
130721-161310	2.0
130604-090823	4.0
130609-130212	1.0
130611-104941	1.0
130626-132139	1.0
130707-103459	1.0
130606-135159	3.0
130616-123227	3.0
130625-094734	2.0
130730-103028	2.0
130612-130954	3.0
130707-121245	4.0
130705-092430	2.0
130721-161550	4.0
130610-090156	3.0
130619-094213	3.0
130614-092645	4.0
130731-121611	4.0
130719-120333	4.0
130620-112524	1.0
130711-140411	2.0
130722-150614	3.0
130628-145318	4.0
130718-163755	4.0
130608-092353	2.0
130709-083721	1.0
130716-131114	2.0
130712-120222	3.0
130614-092347	1.0
130621-101923	1.0
130715-101250	1.0
130722-104641	2.0
130612-115720	3.0
130622-145223	1.0
130710-111313	1.0
130604-161516	3.0
130625-150749	3.0
130608-110537	3.0
130705-104010	2.0
130621-170612	2.0
130602-145121	1.0
130712-173931	2.0
130726-173442	2.0
130617-112318	2.0
130716-133540	2.0
130606-131727	2.0
130629-103744	2.0
130702-131643	4.0
130731-125601	4.0
130620-133452	3.0
130726-092344	2.0
130707-164631	1.0
130613-150919	2.0
130714-092923	3.0
130624-122226	3.0
130718-140102	3.0
130603-153851	2.0
130704-182748	2.0
130701-100224	2.0
130713-092137	2.0
130716-130612	3.0
130720-095208	2.0
130626-133253	3.0
130725-142227	3.0
130621-104654	2.0
130705-113101	2.0
130702-175527	2.0
130718-101808	2.0
130610-123947	4.0
130601-093153	2.0
130607-122137	4.0
130615-094722	4.0
130621-175156	4.0
130723-094948	4.0
130709-092346	1.0
130617-153953	1.0
130626-105146	1.0
130611-155334	2.0
130719-160233	2.0
130707-163038	3.0
130606-101954	1.0
130621-095758	2.0
130722-134526	2.0
130611-143647	3.0
130727-135846	2.0
130604-125703	2.0
130616-172926	4.0
130730-113822	2.0
130605-093408	4.0
130611-101400	2.0
130713-123730	2.0
130629-120635	1.0
130728-120327	1.0
130603-165335	1.0
130611-115044	4.0
130701-104606	1.0
130607-100442	2.0
130714-111852	3.0
130630-105307	2.0
130724-161527	2.0
130708-092256	2.0
130616-184959	2.0
130720-115448	2.0
130728-182427	2.0
130609-143329	1.0
130619-175459	2.0
130625-170539	2.0
130702-172631	3.0
130604-091502	2.0
130731-094830	3.0
130608-125745	2.0
130715-154600	2.0
130725-100206	3.0
130627-182011	3.0
130629-141642	2.0
130601-100513	3.0
130619-094136	3.0
130711-095406	3.0
130613-155608	1.0
130626-101955	2.0
130704-110651	2.0
130730-122720	2.0
130702-160429	2.0
130710-123540	1.0
130726-103024	2.0
130615-170942	2.0
130622-114156	3.0
130708-132242	2.0
130718-115236	2.0
130605-095228	2.0
130620-123154	1.0
130627-115129	3.0
130703-125823	3.0
130730-163932	1.0
130613-115235	2.0
130627-122514	3.0
130624-171025	3.0
130625-084836	2.0
130606-101002	4.0
130601-155902	2.0
